approach,corpus,query,type,k,method,chunking,source_file,score,year
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-12-11.txt (exe3/chunked-text/US/chunk_511.txt),48.3001,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-12-05.txt (exe3/chunked-text/US/chunk_493.txt),42.3958,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-09-30.txt (exe3/chunked-text/US/chunk_276.txt),41.0586,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-10-26.txt (exe3/chunked-text/US/chunk_372.txt),39.1076,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-07-03.txt (exe3/chunked-text/US/chunk_1.txt),38.3233,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-12-22.txt (exe3/chunked-text/US/chunk_558.txt),34.2473,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,fixed,exe3/clean-text/US/2023-07-12.txt (exe3/chunked-text/US/chunk_32.txt),33.5003,2023
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-10-20.txt (exe3/chunked-text/US/chunk_2335.txt),70.0235,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-10-06.txt (exe3/chunked-text/US/chunk_2302.txt),67.495,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-07-28.txt (exe3/chunked-text/US/chunk_2110.txt),66.1392,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-10-08.txt (exe3/chunked-text/US/chunk_2309.txt),62.9711,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-07-29.txt (exe3/chunked-text/US/chunk_2119.txt),61.9135,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-05-19.txt (exe3/chunked-text/US/chunk_1880.txt),58.5913,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-10-15.txt (exe3/chunked-text/US/chunk_2324.txt),58.1836,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,fixed,exe3/clean-text/US/2025-05-14.txt (exe3/chunked-text/US/chunk_1863.txt),56.0648,2025
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2024-07-11.txt (exe3/chunked-text/US/chunk_1152.txt),112.3185,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2024-09-17.txt (exe3/chunked-text/US/chunk_1350.txt),111.0912,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-10-12.txt (exe3/chunked-text/US/chunk_310.txt),94.3371,2023
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2025-05-05.txt (exe3/chunked-text/US/chunk_1822.txt),89.698,2025
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2024-09-17.txt (exe3/chunked-text/US/chunk_1351.txt),89.3648,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2024-07-11.txt (exe3/chunked-text/US/chunk_1151.txt),80.3523,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2024-09-17.txt (exe3/chunked-text/US/chunk_1349.txt),73.3102,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,fixed,exe3/clean-text/US/2024-08-06.txt (exe3/chunked-text/US/chunk_1220.txt),70.0068,2024
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-10-26.txt (exe3/chunked-text/US/chunk_376.txt),93.3055,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-11-29.txt (exe3/chunked-text/US/chunk_470.txt),61.7691,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-11-27.txt (exe3/chunked-text/US/chunk_458.txt),55.0049,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-07-26.txt (exe3/chunked-text/US/chunk_97.txt),54.3831,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-07-10.txt (exe3/chunked-text/US/chunk_18.txt),48.3234,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-07-13.txt (exe3/chunked-text/US/chunk_40.txt),48.0333,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-08-18.txt (exe3/chunked-text/US/chunk_153.txt),46.9856,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,fixed,exe3/clean-text/US/2023-07-12.txt (exe3/chunked-text/US/chunk_33.txt),45.5376,2023
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2024-05-01.txt (exe3/chunked-text/US/chunk_894.txt),54.6958,2024
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2024-12-09.txt (exe3/chunked-text/US/chunk_1627.txt),53.8213,2024
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-06-30.txt (exe3/chunked-text/US/chunk_2031.txt),53.6482,2025
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-04-03.txt (exe3/chunked-text/US/chunk_1735.txt),52.4933,2025
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2024-04-15.txt (exe3/chunked-text/US/chunk_827.txt),51.8521,2024
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-06-25.txt (exe3/chunked-text/US/chunk_2013.txt),51.3064,2025
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2024-06-03.txt (exe3/chunked-text/US/chunk_1010.txt),50.1075,2024
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2023-07-06.txt (exe3/chunked-text/US/chunk_6.txt),49.5959,2023
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2024-02-28.txt (exe3/chunked-text/US/chunk_656.txt),71.7793,2024
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-09-03.txt (exe3/chunked-text/US/chunk_2195.txt),71.638,2025
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2024-09-09.txt (exe3/chunked-text/US/chunk_1300.txt),58.5365,2024
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-06-17.txt (exe3/chunked-text/US/chunk_1976.txt),56.3726,2025
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-10-21.txt (exe3/chunked-text/US/chunk_2339.txt),52.6523,2025
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-07-21.txt (exe3/chunked-text/US/chunk_2079.txt),51.4171,2025
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-06-17.txt (exe3/chunked-text/US/chunk_1975.txt),48.679,2025
hard_filter,us,Who holds the position responsible for Rural Development?,ambiguity,8,BM25,fixed,exe3/clean-text/US/2025-08-19.txt (exe3/chunked-text/US/chunk_2163.txt),46.5018,2025
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-12-09.txt (exe3/parent-child-chunked-text/US/children/child_chunk_3606.txt),52.5718,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-05-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2085.txt),44.1125,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-04-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1845.txt),41.3523,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-04-10.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1789.txt),38.6645,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-05-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2119.txt),38.3923,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-05-08.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2042.txt),38.0954,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-05-08.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2037.txt),37.7754,2024
hard_filter,us,what was the specific budget allocated to security in 2024?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2024-04-10.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1790.txt),37.614,2024
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-05-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4164.txt),60.9587,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-05-01.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4016.txt),45.5631,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-06-11.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4335.txt),42.4887,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-07-02.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4503.txt),41.7424,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-08-01.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4695.txt),41.185,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-07-17.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4574.txt),40.5623,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-07-28.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4652.txt),40.2615,2025
hard_filter,us,What was the specific amount allocated to support the public sector for National Insurance costs in 2025?,hard_filter,8,BM25,parentSon,exe3/clean-text/US/2025-05-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4028.txt),38.6261,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5144.txt),64.8501,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-06.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5070.txt),63.4179,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-08.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5086.txt),61.4679,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5119.txt),61.3227,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-05-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4035.txt),46.0577,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5118.txt),44.5856,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5143.txt),42.2067,2025
hard_filter,us,What is the current official position regarding the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-07-23.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4627.txt),42.0683,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-06.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5070.txt),63.4179,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5144.txt),62.7869,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-08.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5086.txt),59.534,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5119.txt),59.3942,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-05-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4035.txt),58.1126,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-05-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4034.txt),43.2537,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5118.txt),42.5349,2025
hard_filter,us,What is the current official position regarding Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-07-23.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4627.txt),42.0683,2025
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-07-27.txt (exe3/parent-child-chunked-text/US/children/child_chunk_220.txt),85.5388,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-11-21.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1013.txt),57.4665,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-07-03.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2.txt),56.5026,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-11.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1143.txt),56.3942,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-10-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_781.txt),54.9974,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1100.txt),54.6679,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-10-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_780.txt),53.6834,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of the State of Israel?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1099.txt),52.0316,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-11-21.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1013.txt),57.4665,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-11.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1143.txt),56.3942,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-07-03.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2.txt),53.4792,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-10-12.txt (exe3/parent-child-chunked-text/US/children/child_chunk_692.txt),52.4024,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-11-17.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1001.txt),50.9825,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1100.txt),50.829,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1099.txt),50.1035,2023
hard_filter,us,Was the official position in the last quarter of 2023 supportive of Hamas/Gaza?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-07-12.txt (exe3/parent-child-chunked-text/US/children/child_chunk_65.txt),49.5726,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-11.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1143.txt),63.5145,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-09-30.txt (exe3/parent-child-chunked-text/US/children/child_chunk_618.txt),61.1007,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1100.txt),59.2735,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-07-03.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2.txt),58.9384,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1099.txt),58.4274,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-10-12.txt (exe3/parent-child-chunked-text/US/children/child_chunk_685.txt),52.8603,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-12-22.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1249.txt),51.8233,2023
hard_filter,us,Has the official position in the last quarter of 2023 changed relative to the official position in the last quarter of 2025?,recency,8,BM25,parentSon,exe3/clean-text/US/2023-10-10.txt (exe3/parent-child-chunked-text/US/children/child_chunk_661.txt),45.696,2023
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-20.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5144.txt),79.6034,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-08.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5086.txt),75.2934,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-10-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_5119.txt),75.1087,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-05-19.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4160.txt),74.1002,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2024-03-26.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1695.txt),73.0223,2024
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2024-04-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1847.txt),72.4777,2024
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-05-14.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4124.txt),71.8945,2025
hard_filter,us,What is the latest official position regarding legislation on the protection of veterans?,recency,8,BM25,parentSon,exe3/clean-text/US/2025-07-28.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4658.txt),71.0907,2025
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-09-17.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2988.txt),138.8866,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-09-17.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2989.txt),118.1487,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-07-11.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2563.txt),114.9837,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-07-11.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2562.txt),106.1456,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-09-17.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2990.txt),97.209,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2025-05-05.txt (exe3/parent-child-chunked-text/US/children/child_chunk_4034.txt),93.1793,2025
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-08-06.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2706.txt),91.2501,2024
hard_filter,us,how did the prime minister/president's rhetoric regarding the war between israel and hamas/gaza change between his first and last speech?,evolution,8,BM25,parentSon,exe3/clean-text/US/2024-09-17.txt (exe3/parent-child-chunked-text/US/children/child_chunk_2987.txt),91.1316,2024
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-10-26.txt (exe3/parent-child-chunked-text/US/children/child_chunk_841.txt),95.4124,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-10-26.txt (exe3/parent-child-chunked-text/US/children/child_chunk_840.txt),89.2565,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-09-30.txt (exe3/parent-child-chunked-text/US/children/child_chunk_618.txt),68.7997,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-09-13.txt (exe3/parent-child-chunked-text/US/children/child_chunk_464.txt),65.7178,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-11-29.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1053.txt),64.8192,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-10-18.txt (exe3/parent-child-chunked-text/US/children/child_chunk_751.txt),58.3388,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-07-12.txt (exe3/parent-child-chunked-text/US/children/child_chunk_76.txt),57.9488,2023
hard_filter,us,How has the approach to the restoration and maintenance of local and community infrastructure changed between late 2023 and late 2024?,evolution,8,BM25,parentSon,exe3/clean-text/US/2023-11-27.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1027.txt),57.6849,2023
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,parentSon,exe3/clean-text/US/2024-04-15.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1849.txt),74.1642,2024
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,parentSon,exe3/clean-text/US/2024-12-09.txt (exe3/parent-child-chunked-text/US/children/child_chunk_3606.txt),73.1761,2024
hard_filter,us,who is the minister of defense/secretary of defense?,ambiguity,8,BM25,parentSon,exe3/clean-text/US/2024-05-01.txt (exe3/parent-child-chunked-text/US/children/child_chunk_1990.txt),71.8049,2024
